sal_code_2021,name,state,population,suburb_area_sq_km,Median_rent_weekly_x,Median_rent_weekly_y,median_rent_weekly
SAL31896,Mooloolah Valley,QLD,3629.0,23.25,420.0,420.0,420.0
SAL31897,Moombra,QLD,9.0,67.72,0.0,0.0,0.0
SAL31898,Moomin,QLD,191.0,34.03,270.0,270.0,270.0
SAL31899,Moondooner,QLD,45.0,23.88,270.0,270.0,270.0
SAL31900,Moonford,QLD,162.0,268.07,190.0,190.0,190.0
SAL31901,Moongan,QLD,120.0,4.55,133.0,133.0,133.0
SAL31902,Moonie,QLD,182.0,2496.43,200.0,200.0,200.0
SAL31903,Moorang,QLD,47.0,71.19,200.0,200.0,200.0
SAL31904,Moore,QLD,286.0,223.1,213.0,213.0,213.0
SAL31905,Moore Park Beach,QLD,2890.0,72.45,310.0,310.0,310.0
SAL31906,Moores Pocket,QLD,772.0,1.17,225.0,225.0,225.0
SAL31907,Moorina (Qld),QLD,403.0,18.75,370.0,370.0,370.0
SAL31908,Moorland (Qld),QLD,284.0,57.6,190.0,190.0,190.0
SAL31909,Mooroobool,QLD,7136.0,5.06,330.0,330.0,330.0
SAL31910,Moorooka,QLD,10783.0,5.19,360.0,360.0,360.0
SAL31911,Moraby,QLD,43.0,619.83,160.0,160.0,160.0
SAL31912,Moranbah,QLD,9425.0,3558.56,111.0,111.0,111.0
SAL31913,Morayfield,QLD,24898.0,56.43,345.0,345.0,345.0
SAL31914,Moregatta,QLD,62.0,20.09,240.0,240.0,240.0
SAL31915,Moresby (Qld),QLD,150.0,14.92,250.0,250.0,250.0
SAL31916,Moreton Bay,QLD,0.0,32.99,0.0,0.0,0.0
SAL31917,Moreton Island,QLD,180.0,219.15,210.0,210.0,210.0
SAL31918,Morgan Park,QLD,98.0,17.74,300.0,300.0,300.0
SAL31919,Morganville,QLD,118.0,83.7,225.0,225.0,225.0
SAL31920,Morinish,QLD,62.0,900.27,0.0,0.0,0.0
SAL31921,Morinish South,QLD,13.0,437.44,0.0,0.0,0.0
SAL31922,Morningside,QLD,11755.0,6.57,430.0,430.0,430.0
SAL31923,Mornington (Qld),QLD,1846.0,1.13,245.0,245.0,245.0
SAL31924,Morton Vale,QLD,114.0,19.34,300.0,300.0,300.0
SAL31925,Morven (Qld),QLD,184.0,2603.65,110.0,110.0,110.0
SAL31926,Morwincha,QLD,35.0,4.83,350.0,350.0,350.0
SAL31927,Mosman Park (Qld),QLD,342.0,2.97,200.0,200.0,200.0
SAL31928,Mosquito Creek,QLD,8.0,299.22,0.0,0.0,0.0
SAL31929,Mossman,QLD,1935.0,13.19,250.0,250.0,250.0
SAL31930,Mossman Gorge,QLD,248.0,7.36,180.0,180.0,180.0
SAL31931,Mothar Mountain,QLD,563.0,71.47,315.0,315.0,315.0
SAL31932,Motley,QLD,10.0,7.71,0.0,0.0,0.0
SAL31933,Mount Abundance,QLD,178.0,2087.16,241.0,241.0,241.0
SAL31934,Mount Alford,QLD,294.0,51.72,280.0,280.0,280.0
SAL31935,Mount Alma,QLD,59.0,980.47,150.0,150.0,150.0
SAL31936,Mount Archer (Rockhampton - Qld),QLD,77.0,28.21,500.0,500.0,500.0
SAL31937,Mount Archer (Somerset - Qld),QLD,331.0,63.93,320.0,320.0,320.0
SAL31938,Mount Barney,QLD,46.0,107.08,175.0,175.0,175.0
SAL31939,Mount Beppo,QLD,251.0,62.55,300.0,300.0,300.0
SAL31940,Mount Berryman,QLD,96.0,34.4,228.0,228.0,228.0
SAL31941,Mount Bindango,QLD,26.0,403.13,250.0,250.0,250.0
SAL31942,Mount Binga,QLD,86.0,114.99,250.0,250.0,250.0
SAL31943,Mount Britton,QLD,4.0,463.41,0.0,0.0,0.0
SAL31944,Mount Byron,QLD,21.0,188.75,177.0,177.0,177.0
SAL31945,Mount Carbine,QLD,94.0,1080.83,200.0,200.0,200.0
SAL31946,Mount Chalmers,QLD,226.0,39.7,355.0,355.0,355.0
SAL31947,Mount Charlton,QLD,151.0,139.73,180.0,180.0,180.0
SAL31948,Mount Colliery,QLD,117.0,139.21,175.0,175.0,175.0
SAL31949,Mount Coolon,QLD,172.0,7039.41,0.0,0.0,0.0
SAL31950,Mount Coolum,QLD,4545.0,6.27,450.0,450.0,450.0
SAL31951,Mount Coot-Tha,QLD,0.0,18.63,0.0,0.0,0.0
SAL31952,Mount Cotton,QLD,7302.0,54.57,475.0,475.0,475.0
SAL31953,Mount Crosby,QLD,1860.0,19.52,478.0,478.0,478.0
SAL31954,Mount Darry,QLD,46.0,51.6,175.0,175.0,175.0
SAL31955,Mount Debateable,QLD,40.0,26.55,110.0,110.0,110.0
SAL31956,Mount Delaney,QLD,80.0,18.86,250.0,250.0,250.0
SAL31957,Mount Edwards,QLD,60.0,18.66,260.0,260.0,260.0
SAL31958,Mount Elliot (Qld),QLD,0.0,300.84,0.0,0.0,0.0
SAL31959,Mount Emlyn,QLD,11.0,31.1,180.0,180.0,180.0
SAL31960,Mount Enniskillen,QLD,44.0,1314.13,0.0,0.0,0.0
SAL31961,Mount Forbes,QLD,262.0,50.68,380.0,380.0,380.0
SAL31962,Mount Fox,QLD,84.0,155.66,88.0,88.0,88.0
SAL31963,Mount French,QLD,105.0,21.49,225.0,225.0,225.0
SAL31964,Mount Gardiner,QLD,19.0,701.71,0.0,0.0,0.0
SAL31965,Mount Garnet,QLD,532.0,494.9,185.0,185.0,185.0
SAL31966,Mount Gipps,QLD,12.0,20.15,0.0,0.0,0.0
SAL31967,Mount Glorious,QLD,343.0,26.16,363.0,363.0,363.0
SAL31968,Mount Gravatt,QLD,3733.0,3.74,380.0,380.0,380.0
SAL31969,Mount Gravatt East,QLD,12428.0,5.89,400.0,400.0,400.0
SAL31970,Mount Hallen,QLD,457.0,66.82,333.0,333.0,333.0
SAL31971,Mount Howe,QLD,20.0,1252.77,0.0,0.0,0.0
SAL31972,Mount Hutton (Qld),QLD,32.0,485.22,0.0,0.0,0.0
SAL31973,Mount Irving,QLD,34.0,22.0,239.0,239.0,239.0
SAL31974,Mount Isa,QLD,172.0,7981.32,175.0,175.0,175.0
SAL31975,Mount Isa City,QLD,170.0,0.56,110.0,110.0,110.0
SAL31976,Mount Jukes,QLD,373.0,87.26,300.0,300.0,300.0
SAL31977,Mount Julian,QLD,477.0,9.1,360.0,360.0,360.0
SAL31978,Mount Kelly,QLD,291.0,53.03,315.0,315.0,315.0
SAL31979,Mount Kilcoy,QLD,277.0,95.68,310.0,310.0,310.0
SAL31980,Mount Kynoch,QLD,271.0,4.28,350.0,350.0,350.0
SAL31981,Mount Larcom,QLD,332.0,101.14,190.0,190.0,190.0
SAL31982,Mount Lawless,QLD,9.0,15.2,275.0,275.0,275.0
SAL31983,Mount Lindesay (Qld),QLD,14.0,22.14,250.0,250.0,250.0
SAL31984,Mount Lofty,QLD,3825.0,12.38,340.0,340.0,340.0
SAL31985,Mount Louisa,QLD,9227.0,11.25,350.0,350.0,350.0
SAL31986,Mount Low,QLD,5488.0,9.11,370.0,370.0,370.0
SAL31987,Mount Luke,QLD,51.0,11.39,295.0,295.0,295.0
SAL31988,Mount Macarthur,QLD,31.0,245.15,0.0,0.0,0.0
SAL31989,Mount Mackay,QLD,0.0,41.86,0.0,0.0,0.0
SAL31990,Mount Maria,QLD,225.0,121.12,263.0,263.0,263.0
SAL31991,Mount Marlow,QLD,161.0,9.82,375.0,375.0,375.0
SAL31992,Mount Marrow,QLD,182.0,10.57,438.0,438.0,438.0
SAL31993,Mount Marshall,QLD,229.0,32.08,279.0,279.0,279.0
SAL31994,Mount Martin,QLD,191.0,46.63,200.0,200.0,200.0
SAL31995,Mount Mceuen,QLD,34.0,34.25,120.0,120.0,120.0
SAL31996,Mount Mee,QLD,519.0,98.18,305.0,305.0,305.0
SAL31997,Mount Mellum,QLD,457.0,12.76,420.0,420.0,420.0
SAL31998,Mount Moffatt,QLD,14.0,2600.83,0.0,0.0,0.0
SAL31999,Mount Molar,QLD,117.0,48.01,270.0,270.0,270.0
SAL32000,Mount Molloy,QLD,266.0,277.17,250.0,250.0,250.0
SAL32001,Mount Morgan,QLD,2018.0,14.51,200.0,200.0,200.0
SAL32002,Mount Moriah,QLD,9.0,33.67,0.0,0.0,0.0
SAL32003,Mount Mort,QLD,78.0,130.87,265.0,265.0,265.0
SAL32004,Mount Mulgrave,QLD,11.0,1531.57,0.0,0.0,0.0
SAL32005,Mount Mulligan,QLD,4.0,1660.76,0.0,0.0,0.0
SAL32006,Mount Murchison,QLD,128.0,91.56,300.0,300.0,300.0
SAL32007,Mount Nathan,QLD,1375.0,18.76,600.0,600.0,600.0
SAL32008,Mount Nebo,QLD,430.0,16.91,288.0,288.0,288.0
SAL32009,Mount Ommaney,QLD,2503.0,2.89,540.0,540.0,540.0
SAL32010,Mount Ossa,QLD,250.0,146.24,228.0,228.0,228.0
SAL32011,Mount Pelion,QLD,90.0,70.37,250.0,250.0,250.0
SAL32012,Mount Perry,QLD,487.0,746.55,196.0,196.0,196.0
SAL32013,Mount Peter,QLD,689.0,19.99,450.0,450.0,450.0
SAL32014,Mount Pleasant (Mackay - Qld),QLD,4694.0,4.4,390.0,390.0,390.0
SAL32015,Mount Pleasant (Moreton Bay - Qld),QLD,390.0,47.06,400.0,400.0,400.0
SAL32016,Mount Pluto,QLD,8.0,126.0,0.0,0.0,0.0
SAL32017,Mount Rascal,QLD,393.0,9.14,320.0,320.0,320.0
SAL32018,Mount Rooper,QLD,0.0,16.75,0.0,0.0,0.0
SAL32019,Mount Samson,QLD,625.0,23.39,435.0,435.0,435.0
SAL32020,Mount Sheridan (Qld),QLD,8678.0,7.41,390.0,390.0,390.0
SAL32021,Mount St John,QLD,103.0,6.77,205.0,205.0,205.0
SAL32022,Mount Stanley,QLD,11.0,485.49,330.0,330.0,330.0
SAL32023,Mount Steadman,QLD,5.0,48.19,0.0,0.0,0.0
SAL32024,Mount Stuart (Qld),QLD,95.0,79.24,0.0,0.0,0.0
SAL32025,Mount Sturt,QLD,14.0,11.98,400.0,400.0,400.0
SAL32026,Mount Surprise,QLD,138.0,4026.29,150.0,150.0,150.0
SAL32027,Mount Surround,QLD,130.0,41.07,200.0,200.0,200.0
SAL32028,Mount Sylvia,QLD,70.0,52.67,250.0,250.0,250.0
SAL32029,Mount Tabor,QLD,19.0,4.14,0.0,0.0,0.0
SAL32030,Mount Tarampa,QLD,501.0,39.27,340.0,340.0,340.0
SAL32031,Mount Tom,QLD,44.0,333.4,250.0,250.0,250.0
SAL32032,Mount Tully,QLD,117.0,30.85,255.0,255.0,255.0
SAL32033,Mount Tyson,QLD,280.0,99.13,240.0,240.0,240.0
SAL32034,Mount Urah,QLD,49.0,199.72,205.0,205.0,205.0
SAL32035,Mount Walker (Qld),QLD,129.0,42.88,330.0,330.0,330.0
SAL32036,Mount Walker West,QLD,31.0,23.78,250.0,250.0,250.0
SAL32037,Mount Warren Park,QLD,5736.0,5.36,340.0,340.0,340.0
SAL32038,Mount Whitestone,QLD,129.0,64.69,250.0,250.0,250.0
SAL32039,Mount Wyatt,QLD,34.0,3920.46,200.0,200.0,200.0
SAL32040,Mountain Camp,QLD,24.0,11.55,0.0,0.0,0.0
SAL32041,Mountain Creek (Qld),QLD,11950.0,9.27,500.0,500.0,500.0
SAL32042,Moura,QLD,1993.0,495.2,225.0,225.0,225.0
SAL32043,Mourilyan,QLD,509.0,25.17,250.0,250.0,250.0
SAL32044,Mourilyan Harbour,QLD,142.0,23.07,250.0,250.0,250.0
SAL32045,Mowbray (Qld),QLD,362.0,84.84,300.0,300.0,300.0
SAL32046,Mowbullan,QLD,12.0,6.34,60.0,60.0,60.0
SAL32047,Moy Pocket,QLD,120.0,22.73,300.0,300.0,300.0
SAL32048,Mp Creek,QLD,29.0,50.14,330.0,330.0,330.0
SAL32049,Muckadilla,QLD,38.0,303.84,250.0,250.0,250.0
SAL32050,Mudgeeraba,QLD,14578.0,33.81,500.0,500.0,500.0
SAL32051,Mudjimba,QLD,2664.0,4.24,460.0,460.0,460.0
SAL32052,Mudlo,QLD,3.0,202.96,0.0,0.0,0.0
SAL32053,Muirlea,QLD,174.0,8.78,408.0,408.0,408.0
SAL32054,Mulambin,QLD,917.0,1.84,420.0,420.0,420.0
SAL32055,Mulara,QLD,93.0,69.12,510.0,510.0,510.0
SAL32056,Muldu,QLD,0.0,24.13,0.0,0.0,0.0
SAL32057,Mulgildie,QLD,147.0,75.24,150.0,150.0,150.0
SAL32058,Mulgowie,QLD,166.0,54.15,288.0,288.0,288.0
SAL32059,Mulgrave (Qld),QLD,19.0,933.6,280.0,280.0,280.0
SAL32060,Mullett Creek,QLD,67.0,114.45,250.0,250.0,250.0
SAL32061,Munbilla,QLD,93.0,14.62,0.0,0.0,0.0
SAL32062,Munbura,QLD,89.0,39.16,225.0,225.0,225.0
SAL32063,Munderra,QLD,6.0,456.01,0.0,0.0,0.0
SAL32064,Mundingburra,QLD,3594.0,2.89,270.0,270.0,270.0
SAL32065,Mundoo,QLD,197.0,4.83,280.0,280.0,280.0
SAL32066,Mundoolun,QLD,1836.0,55.51,560.0,560.0,560.0
SAL32067,Mundowran,QLD,119.0,125.67,170.0,170.0,170.0
SAL32068,Mundubbera,QLD,1120.0,44.5,220.0,220.0,220.0
SAL32069,Mungabunda,QLD,91.0,2152.99,0.0,0.0,0.0
SAL32070,Mungallala,QLD,85.0,565.55,110.0,110.0,110.0
SAL32071,Mungallala South,QLD,38.0,2981.18,0.0,0.0,0.0
SAL32072,Mungalli,QLD,40.0,20.74,200.0,200.0,200.0
SAL32073,Mungar,QLD,328.0,18.75,250.0,250.0,250.0
SAL32074,Mungindi (Qld),QLD,124.0,1415.75,180.0,180.0,180.0
SAL32075,Mungungo,QLD,84.0,124.67,108.0,108.0,108.0
SAL32076,Mungy,QLD,3.0,440.45,0.0,0.0,0.0
SAL32077,Muniganeen,QLD,40.0,23.3,113.0,113.0,113.0
SAL32078,Munna Creek,QLD,22.0,50.9,200.0,200.0,200.0
SAL32079,Munro Plains,QLD,74.0,112.74,235.0,235.0,235.0
SAL32080,Munruben,QLD,2753.0,16.06,460.0,460.0,460.0
SAL32081,Murarrie,QLD,4946.0,10.78,450.0,450.0,450.0
SAL32082,Murgon,QLD,2220.0,81.28,220.0,220.0,220.0
SAL32083,Murphys Creek (Qld),QLD,633.0,63.84,290.0,290.0,290.0
SAL32084,Murray,QLD,1739.0,13.63,107.0,107.0,107.0
SAL32085,Murray Upper,QLD,218.0,286.61,150.0,150.0,150.0
SAL32086,Murrays Bridge,QLD,106.0,60.88,150.0,150.0,150.0
SAL32087,Murrigal,QLD,106.0,45.5,260.0,260.0,260.0
SAL32088,Murrumba,QLD,11.0,10.14,260.0,260.0,260.0
SAL32089,Murrumba Downs,QLD,10795.0,8.19,360.0,360.0,360.0
SAL32090,Murweh,QLD,9.0,877.57,0.0,0.0,0.0
SAL32091,Mutarnee,QLD,120.0,67.43,380.0,380.0,380.0
SAL32092,Mutchilba,QLD,627.0,456.22,250.0,250.0,250.0
SAL32093,Mutdapilly,QLD,308.0,56.04,300.0,300.0,300.0
SAL32094,Muttaburra,QLD,158.0,8537.27,80.0,80.0,80.0
SAL32095,Myall Park (Qld),QLD,17.0,59.0,0.0,0.0,0.0
SAL32096,Myrtlevale,QLD,205.0,32.72,295.0,295.0,295.0
SAL32097,Mysterton,QLD,793.0,0.66,298.0,298.0,298.0
SAL32098,Nahrunda,QLD,192.0,2.2,350.0,350.0,350.0
SAL32099,Nambour,QLD,12145.0,13.63,340.0,340.0,340.0
SAL32100,Nanango,QLD,3679.0,39.3,220.0,220.0,220.0
SAL32101,Nandi,QLD,105.0,191.94,265.0,265.0,265.0
SAL32102,Nandowrie,QLD,31.0,844.42,0.0,0.0,0.0
SAL32103,Nangram,QLD,6.0,128.94,0.0,0.0,0.0
SAL32104,Nangwee,QLD,65.0,89.95,125.0,125.0,125.0
SAL32105,Nankin,QLD,176.0,235.17,225.0,225.0,225.0
SAL32106,Nanum,QLD,904.0,2.39,530.0,530.0,530.0
SAL32107,Narangba,QLD,20910.0,52.95,415.0,415.0,415.0
SAL32108,Narko,QLD,16.0,45.7,140.0,140.0,140.0
SAL32109,Nathan,QLD,1085.0,6.73,300.0,300.0,300.0
SAL32110,Natural Bridge,QLD,90.0,54.45,229.0,229.0,229.0
SAL32111,Nearum,QLD,24.0,104.67,0.0,0.0,0.0
SAL32112,Nebine,QLD,29.0,5885.36,0.0,0.0,0.0
SAL32113,Nebo,QLD,857.0,1020.2,279.0,279.0,279.0
SAL32114,Neerdie,QLD,111.0,136.24,200.0,200.0,200.0
SAL32115,Nelly Bay,QLD,1213.0,5.26,300.0,300.0,300.0
SAL32116,Nerada,QLD,88.0,35.64,175.0,175.0,175.0
SAL32117,Nerang,QLD,17048.0,45.56,390.0,390.0,390.0
SAL32118,Neranwood,QLD,79.0,1.37,720.0,720.0,720.0
SAL32119,Nerimbera,QLD,285.0,55.57,268.0,268.0,268.0
SAL32120,Netherby (Qld),QLD,25.0,52.26,0.0,0.0,0.0
SAL32121,Netherdale,QLD,121.0,54.87,220.0,220.0,220.0
SAL32122,Neumgna,QLD,18.0,98.8,0.0,0.0,0.0
SAL32123,Neurum,QLD,178.0,44.44,350.0,350.0,350.0
SAL32124,Neusa Vale,QLD,54.0,13.14,260.0,260.0,260.0
SAL32125,Nevilton,QLD,25.0,15.86,0.0,0.0,0.0
SAL32126,New Auckland,QLD,5266.0,4.41,300.0,300.0,300.0
SAL32127,New Beith,QLD,5642.0,24.81,550.0,550.0,550.0
SAL32128,New Chum,QLD,3.0,7.67,0.0,0.0,0.0
SAL32129,New Farm,QLD,12197.0,2.63,405.0,405.0,405.0
SAL32130,New Harbourline,QLD,218.0,17.02,340.0,340.0,340.0
SAL32131,New Mapoon,QLD,412.0,103.08,125.0,125.0,125.0
SAL32132,New Moonta,QLD,78.0,95.92,400.0,400.0,400.0
SAL32133,Newell,QLD,327.0,8.0,280.0,280.0,280.0
SAL32134,Newlands (Qld),QLD,99.0,3385.51,0.0,0.0,0.0
SAL32135,Newmarket,QLD,5083.0,2.1,383.0,383.0,383.0
SAL32136,Newport (Qld),QLD,5964.0,5.12,530.0,530.0,530.0
SAL32137,Newstead (Qld),QLD,7496.0,0.9,490.0,490.0,490.0
SAL32138,Newtown (Ipswich - Qld),QLD,1498.0,0.92,295.0,295.0,295.0
SAL32139,Newtown (Toowoomba - Qld),QLD,10039.0,7.08,289.0,289.0,289.0
SAL32140,Ngatjan,QLD,0.0,60.33,0.0,0.0,0.0
SAL32141,Nicholson (Qld),QLD,32.0,19409.29,0.0,0.0,0.0
SAL32142,Nikenbah,QLD,1234.0,28.84,390.0,390.0,390.0
SAL32143,Nindaroo,QLD,255.0,8.95,150.0,150.0,150.0
SAL32144,Ninderry,QLD,1301.0,10.91,475.0,475.0,475.0
SAL32145,Nindooinbah,QLD,95.0,70.64,210.0,210.0,210.0
SAL32146,Nine Mile (Qld),QLD,84.0,154.67,256.0,256.0,256.0
SAL32147,Nine Mile Creek,QLD,23.0,110.19,0.0,0.0,0.0
SAL32148,Ningi,QLD,5349.0,34.46,370.0,370.0,370.0
SAL32149,Nirimba (Qld),QLD,2229.0,0.6,510.0,510.0,510.0
SAL32150,Nive,QLD,44.0,2168.06,0.0,0.0,0.0
SAL32151,No 4 Branch,QLD,90.0,24.28,270.0,270.0,270.0
SAL32152,No 5 Branch,QLD,12.0,4.92,0.0,0.0,0.0
SAL32153,No 6 Branch,QLD,73.0,16.92,225.0,225.0,225.0
SAL32154,Noah,QLD,0.0,127.04,0.0,0.0,0.0
SAL32155,Nobby,QLD,609.0,113.17,265.0,265.0,265.0
SAL32156,Noccundra,QLD,16.0,10502.16,0.0,0.0,0.0
SAL32157,Nome,QLD,990.0,60.15,274.0,274.0,274.0
SAL32158,Noorama,QLD,15.0,4732.93,0.0,0.0,0.0
SAL32159,Noorindoo,QLD,71.0,1331.99,179.0,179.0,179.0
SAL32160,Noosa Heads,QLD,5120.0,16.16,550.0,550.0,550.0
SAL32161,Noosa North Shore,QLD,253.0,174.27,500.0,500.0,500.0
SAL32162,Noosaville,QLD,8716.0,32.58,490.0,490.0,490.0
SAL32163,Norman Gardens,QLD,10534.0,15.79,300.0,300.0,300.0
SAL32164,Norman Park,QLD,6842.0,2.8,450.0,450.0,450.0
SAL32165,Normanton,QLD,1391.0,7955.89,170.0,170.0,170.0
SAL32166,North Aramara,QLD,45.0,63.04,200.0,200.0,200.0
SAL32167,North Arm (Qld),QLD,734.0,28.25,350.0,350.0,350.0
SAL32168,North Booval,QLD,3041.0,3.89,295.0,295.0,295.0
SAL32169,North Branch (Southern Downs - Qld),QLD,46.0,79.67,120.0,120.0,120.0
SAL32170,North Branch (Toowoomba - Qld),QLD,48.0,127.6,85.0,85.0,85.0
SAL32171,North Bungunya,QLD,35.0,916.67,0.0,0.0,0.0
SAL32172,North Deep Creek,QLD,388.0,45.74,300.0,300.0,300.0
SAL32173,North Eton,QLD,189.0,24.7,265.0,265.0,265.0
SAL32174,North Gregory,QLD,89.0,79.96,269.0,269.0,269.0
SAL32175,North Ipswich,QLD,4527.0,5.5,300.0,300.0,300.0
SAL32176,North Isis,QLD,566.0,90.58,250.0,250.0,250.0
SAL32177,North Johnstone,QLD,67.0,12.55,0.0,0.0,0.0
SAL32178,North Lakes,QLD,23030.0,14.9,420.0,420.0,420.0
SAL32179,North Mackay,QLD,6194.0,8.02,300.0,300.0,300.0
SAL32180,North Maclagan,QLD,12.0,16.75,146.0,146.0,146.0
SAL32181,North Maclean,QLD,1581.0,26.19,450.0,450.0,450.0
SAL32182,North Maleny,QLD,710.0,29.07,350.0,350.0,350.0
SAL32183,North Stradbroke Island,QLD,181.0,333.15,237.0,237.0,237.0
SAL32184,North Talwood,QLD,113.0,1200.7,170.0,170.0,170.0
SAL32185,North Tivoli,QLD,84.0,2.29,253.0,253.0,253.0
SAL32186,North Toowoomba,QLD,3332.0,2.55,285.0,285.0,285.0
SAL32187,North Ward,QLD,5073.0,2.79,285.0,285.0,285.0
SAL32188,Northgate (Qld),QLD,4876.0,4.22,360.0,360.0,360.0
SAL32189,Northhead,QLD,6.0,3154.45,0.0,0.0,0.0
SAL32190,Norville,QLD,2476.0,4.42,280.0,280.0,280.0
SAL32191,Norwell,QLD,189.0,32.45,300.0,300.0,300.0
SAL32192,Norwin,QLD,100.0,147.8,298.0,298.0,298.0
SAL32193,Nudgee,QLD,4377.0,5.26,488.0,488.0,488.0
SAL32194,Nudgee Beach,QLD,308.0,6.01,455.0,455.0,455.0
SAL32195,Nukku,QLD,40.0,18.37,150.0,150.0,150.0
SAL32196,Numinbah Valley,QLD,212.0,75.17,225.0,225.0,225.0
SAL32197,Nundah,QLD,13098.0,4.81,375.0,375.0,375.0
SAL32198,Nundubbermere,QLD,102.0,164.66,280.0,280.0,280.0
SAL32199,Nutgrove,QLD,26.0,29.43,0.0,0.0,0.0
SAL32200,Nychum,QLD,0.0,1125.31,0.0,0.0,0.0
SAL32201,O'Bil Bil,QLD,28.0,51.74,0.0,0.0,0.0
SAL32202,O'Briens Hill,QLD,11.0,2.15,0.0,0.0,0.0
SAL32203,O'Connell (Qld),QLD,399.0,14.64,340.0,340.0,340.0
SAL32204,O'Reilly,QLD,114.0,95.37,162.0,162.0,162.0
SAL32205,Oak Beach,QLD,186.0,3.15,450.0,450.0,450.0
SAL32206,Oak Valley (Qld),QLD,478.0,18.91,323.0,323.0,323.0
SAL32207,Oakdale (Qld),QLD,49.0,13.68,250.0,250.0,250.0
SAL32208,Oakenden,QLD,424.0,97.85,435.0,435.0,435.0
SAL32209,Oakey,QLD,4756.0,161.65,265.0,265.0,265.0
SAL32210,Oakey Creek,QLD,12.0,66.65,140.0,140.0,140.0
SAL32211,Oakhurst (Qld),QLD,1717.0,30.06,345.0,345.0,345.0
SAL32212,Oakview,QLD,45.0,95.52,265.0,265.0,265.0
SAL32213,Oakwood (Qld),QLD,364.0,13.84,215.0,215.0,215.0
SAL32214,Oaky Creek,QLD,96.0,68.63,250.0,250.0,250.0
SAL32215,Oberina,QLD,31.0,476.19,0.0,0.0,0.0
SAL32216,Obi Obi,QLD,208.0,43.14,253.0,253.0,253.0
SAL32217,Obum Obum,QLD,129.0,14.17,360.0,360.0,360.0
SAL32218,Ocean View,QLD,1022.0,50.52,350.0,350.0,350.0
SAL32219,Ogmore,QLD,72.0,1699.54,80.0,80.0,80.0
SAL32220,Okeden,QLD,53.0,254.36,170.0,170.0,170.0
SAL32221,Old Cooranga,QLD,29.0,296.03,106.0,106.0,106.0
SAL32222,Old Talgai,QLD,28.0,81.62,69.0,69.0,69.0
SAL32223,Oman Ama,QLD,31.0,237.29,200.0,200.0,200.0
SAL32224,One Mile (Qld),QLD,2038.0,2.21,280.0,280.0,280.0
SAL32225,Oombabeer,QLD,45.0,1042.02,150.0,150.0,150.0
SAL32226,Oonoonba,QLD,2050.0,2.89,320.0,320.0,320.0
SAL32227,Ooralea,QLD,3691.0,6.35,440.0,440.0,440.0
SAL32228,Opalton,QLD,59.0,20092.84,0.0,0.0,0.0
SAL32229,Orallo,QLD,46.0,940.14,9.0,9.0,9.0
SAL32230,Orange Creek,QLD,197.0,356.93,375.0,375.0,375.0
SAL32231,Orange Hill,QLD,179.0,43.95,280.0,280.0,280.0
SAL32232,Orient,QLD,6.0,92.92,0.0,0.0,0.0
SAL32233,Orion,QLD,87.0,925.9,300.0,300.0,300.0
SAL32234,Ormeau,QLD,15938.0,21.02,445.0,445.0,445.0
SAL32235,Ormeau Hills,QLD,4521.0,11.03,450.0,450.0,450.0
SAL32236,Ormiston,QLD,6379.0,6.33,450.0,450.0,450.0
SAL32237,Osborne (Qld),QLD,245.0,55.58,190.0,190.0,190.0
SAL32238,Ottaba,QLD,52.0,22.67,90.0,90.0,90.0
SAL32239,Owanyilla,QLD,245.0,53.55,260.0,260.0,260.0
SAL32240,Owens Creek,QLD,193.0,48.26,165.0,165.0,165.0
SAL32241,Oxenford,QLD,12273.0,17.9,435.0,435.0,435.0
SAL32242,Oxford,QLD,43.0,1250.71,0.0,0.0,0.0
SAL32243,Oxley (Qld),QLD,9100.0,8.92,400.0,400.0,400.0
SAL32244,Oyster Creek,QLD,39.0,49.98,0.0,0.0,0.0
SAL32245,Pacific Haven,QLD,778.0,31.05,270.0,270.0,270.0
SAL32246,Pacific Heights,QLD,1111.0,3.03,445.0,445.0,445.0
SAL32247,Pacific Paradise,QLD,2675.0,3.32,400.0,400.0,400.0
SAL32248,Pacific Pines,QLD,16664.0,11.84,470.0,470.0,470.0
SAL32249,Packers Camp,QLD,136.0,14.02,300.0,300.0,300.0
SAL32250,Paddington (Qld),QLD,9063.0,3.14,470.0,470.0,470.0
SAL32251,Paddys Green,QLD,405.0,238.76,225.0,225.0,225.0
SAL32252,Paget,QLD,339.0,15.34,263.0,263.0,263.0
SAL32253,Palen Creek,QLD,368.0,130.4,231.0,231.0,231.0
SAL32254,Palgrave,QLD,35.0,268.2,243.0,243.0,243.0
SAL32255,Pallara,QLD,3861.0,8.29,460.0,460.0,460.0
SAL32256,Pallarenda,QLD,778.0,2.25,320.0,320.0,320.0
SAL32257,Palm Beach (Qld),QLD,16349.0,8.17,445.0,445.0,445.0
SAL32258,Palm Cove,QLD,2450.0,3.91,365.0,365.0,365.0
SAL32259,Palm Grove (Qld),QLD,86.0,28.43,250.0,250.0,250.0
SAL32260,Palm Island,QLD,2138.0,99.57,125.0,125.0,125.0
SAL32261,Palmer (Qld),QLD,46.0,8339.01,0.0,0.0,0.0
SAL32262,Palmerston (Qld),QLD,8.0,104.95,0.0,0.0,0.0
SAL32263,Palmtree,QLD,80.0,52.32,218.0,218.0,218.0
SAL32264,Palmview,QLD,5236.0,23.37,510.0,510.0,510.0
